CENSUS BLOCK,CENSUS BLOCK FULL,TOTAL POPULATION
2605001035,170312605001035,8
2605001036,170312605001036,5
2605001037,170312605001037,84
2605001038,170312605001038,0
2605001039,170312605001039,20
2605001040,170312605001040,96
2605001041,170312605001041,7
2605001042,170312605001042,0
2605001043,170312605001043,0
2605001044,170312605001044,14
2606001000,170312606001000,7
2606001001,170312606001001,18
2606001002,170312606001002,169
2606001003,170312606001003,55
2606001004,170312606001004,78
2606001005,170312606001005,97
2606001006,170312606001006,106
2606001007,170312606001007,106
2606001008,170312606001008,120
2606001009,170312606001009,154
2606001010,170312606001010,121
2606001011,170312606001011,77
2606002000,170312606002000,43
2606002001,170312606002001,49
2606002002,170312606002002,134
2606002003,170312606002003,119
2606002004,170312606002004,83
2606002005,170312606002005,125
2606002006,170312606002006,94
2606002007,170312606002007,127
2606002008,170312606002008,65
2606002009,170312606002009,154
2606002010,170312606002010,78
2606002011,170312606002011,57
2606002012,170312606002012,78
2606002013,170312606002013,54
2606002014,170312606002014,46
2606002015,170312606002015,0
2606002016,170312606002016,0
2606002017,170312606002017,0
2606002018,170312606002018,0
2606002019,170312606002019,64
2606002020,170312606002020,0
2606002021,170312606002021,0
2606002022,170312606002022,0
2607001000,170312607001000,0
2607001001,170312607001001,8
2607001002,170312607001002,0
2607001003,170312607001003,62
2607001004,170312607001004,39
2607001005,170312607001005,70
2607001006,170312607001006,114
2607001007,170312607001007,129
2607001008,170312607001008,109
2607001009,170312607001009,79
2607001010,170312607001010,83
2607001011,170312607001011,54
2607002000,170312607002000,116
2607002001,170312607002001,57
2607002002,170312607002002,52
2607002003,170312607002003,130
2607002004,170312607002004,78
2607002005,170312607002005,86
2607002006,170312607002006,57
2607002007,170312607002007,80
2607002008,170312607002008,98
2607002009,170312607002009,112
2607002010,170312607002010,70
2607002011,170312607002011,62
2607002012,170312607002012,57
2607002013,170312607002013,70
2607002014,170312607002014,82
2607002015,170312607002015,78
2607002016,170312607002016,0
2607002017,170312607002017,0
2607002018,170312607002018,0
2607002019,170312607002019,0
2607002020,170312607002020,0
2607002021,170312607002021,0
2607002022,170312607002022,0
2607002023,170312607002023,0
2607002024,170312607002024,0
2608001000,170312608001000,28
2608001001,170312608001001,0
2608001002,170312608001002,115
2608001003,170312608001003,98
2608001004,170312608001004,122
2608001005,170312608001005,52
2608001006,170312608001006,102
2608001007,170312608001007,74
2608001008,170312608001008,42
2608001009,170312608001009,68
2608001010,170312608001010,76
2608001011,170312608001011,96
2608001012,170312608001012,0
2608001013,170312608001013,13
2608001014,170312608001014,7
2608001015,170312608001015,33
2608001016,170312608001016,55
2608001017,170312608001017,209
2608001018,170312608001018,30
2608001019,170312608001019,46
2608002000,170312608002000,88
2608002001,170312608002001,92
2608002002,170312608002002,61
2608002003,170312608002003,109
2608002004,170312608002004,102
2608002005,170312608002005,62
2608002006,170312608002006,109
2608002007,170312608002007,97
2608002008,170312608002008,73
2608002009,170312608002009,31
2608002010,170312608002010,88
2608002011,170312608002011,76
2608002012,170312608002012,95
2608002013,170312608002013,123
2608002014,170312608002014,67
2608002015,170312608002015,0
2608002016,170312608002016,0
2608002017,170312608002017,0
2608002018,170312608002018,0
2608002019,170312608002019,0
2608002020,170312608002020,0
2609001000,170312609001000,18
2609001001,170312609001001,6
2609001002,170312609001002,79
2609001003,170312609001003,77
2609001004,170312609001004,19
2609001005,170312609001005,90
2609001006,170312609001006,64
2609001007,170312609001007,85
2609001008,170312609001008,21
2609001009,170312609001009,298
2609001010,170312609001010,56
2609001011,170312609001011,0
2609001012,170312609001012,101
2609001013,170312609001013,0
2609002000,170312609002000,8
2609002001,170312609002001,0
2609002002,170312609002002,7
2609002003,170312609002003,79
2609002004,170312609002004,51
2609002005,170312609002005,63
2609002006,170312609002006,111
2609002007,170312609002007,46
2609002008,170312609002008,153
2609002009,170312609002009,42
2609002010,170312609002010,6
2610001000,170312610001000,20
2610001001,170312610001001,56
2610001002,170312610001002,5
2610001003,170312610001003,0
2610001004,170312610001004,0
2610001005,170312610001005,0
2610001006,170312610001006,10
2610001007,170312610001007,0
2610001008,170312610001008,21
2610001009,170312610001009,0
2610001010,170312610001010,43
2610001011,170312610001011,1
2610001012,170312610001012,71
2610001013,170312610001013,95
2610001014,170312610001014,73
2610001015,170312610001015,48
2610001016,170312610001016,0
2610001017,170312610001017,21
2610001018,170312610001018,0
2610001019,170312610001019,60
2610001020,170312610001020,92
2610001021,170312610001021,24
2610001022,170312610001022,31
2610001023,170312610001023,10
2610001024,170312610001024,4
2610001025,170312610001025,0
2610001026,170312610001026,5
2610001027,170312610001027,18
2610001028,170312610001028,0
2610001029,170312610001029,26
2610001030,170312610001030,33
2610001031,170312610001031,6
2610001032,170312610001032,0
2610001033,170312610001033,0
2610001034,170312610001034,67
2610001035,170312610001035,104
2610001036,170312610001036,64
2610001037,170312610001037,4
2610001038,170312610001038,9
2610002000,170312610002000,0
2610002001,170312610002001,67
2610002002,170312610002002,48
2610002003,170312610002003,8
2610002004,170312610002004,46
2610002005,170312610002005,89
2610002006,170312610002006,57
2610002007,170312610002007,61
2610002008,170312610002008,56
2610002009,170312610002009,50
2610002010,170312610002010,35
2610002011,170312610002011,33
2610002012,170312610002012,7
2610002013,170312610002013,8
2610002014,170312610002014,9
2610002015,170312610002015,24
2610002016,170312610002016,0
2610002017,170312610002017,3
2610002018,170312610002018,0
2610002019,170312610002019,61
2610002020,170312610002020,43
2610002021,170312610002021,73
2610002022,170312610002022,114
2610002023,170312610002023,59
2610002024,170312610002024,15
2610002025,170312610002025,7
2610002026,170312610002026,5
2610002027,170312610002027,0
2610002028,170312610002028,53
2610002029,170312610002029,73
2610002030,170312610002030,79
2610002031,170312610002031,53
2610002032,170312610002032,0
2610002033,170312610002033,32
2610002034,170312610002034,30
2705001000,170312705001000,2
2705001001,170312705001001,0
2705001002,170312705001002,1
2705001003,170312705001003,0
2705001004,170312705001004,1
2705001005,170312705001005,0
2705001006,170312705001006,0
2705001007,170312705001007,7
2705001008,170312705001008,0
2705001009,170312705001009,8
2705001010,170312705001010,0
2705001011,170312705001011,0
2705001012,170312705001012,244
2705001013,170312705001013,21
2705001014,170312705001014,48
2705001015,170312705001015,0
2705001016,170312705001016,0
2705001017,170312705001017,0
2705001018,170312705001018,130
2705001019,170312705001019,0
2705001020,170312705001020,0
2705001021,170312705001021,0
2705001022,170312705001022,0
2705001023,170312705001023,0
2705001024,170312705001024,0
2705001025,170312705001025,0
2705001026,170312705001026,0
2705001027,170312705001027,0
2705001028,170312705001028,0
2705001029,170312705001029,13
2705001030,170312705001030,1
2705001031,170312705001031,26
2705001032,170312705001032,65
2705001033,170312705001033,8
2705001034,170312705001034,0
2705001035,170312705001035,65
2705001036,170312705001036,0
2705001037,170312705001037,0
2705001038,170312705001038,91
2705001039,170312705001039,33
2705001040,170312705001040,35
2705001041,170312705001041,61
2705001042,170312705001042,134
2705001043,170312705001043,144
2705001044,170312705001044,74
2705001045,170312705001045,86
2705001046,170312705001046,113
2705001047,170312705001047,95
2705001048,170312705001048,183
2712001000,170312712001000,14
2712001001,170312712001001,0
2712001002,170312712001002,0
2712001003,170312712001003,94
2712001004,170312712001004,5
2712001005,170312712001005,0
2712001006,170312712001006,50
2712001007,170312712001007,18
2712001008,170312712001008,8
2712001009,170312712001009,5
2712001010,170312712001010,0
2712001011,170312712001011,72
2712001012,170312712001012,0
2712001013,170312712001013,125
2712001014,170312712001014,39
2712001015,170312712001015,79
2712001016,170312712001016,73
2712001017,170312712001017,83
2712001018,170312712001018,17
2712001019,170312712001019,6
2712001020,170312712001020,13
2712001021,170312712001021,78
2712001022,170312712001022,63
2712001023,170312712001023,40
2712001024,170312712001024,24
2712001025,170312712001025,0
2712001026,170312712001026,10
2712001027,170312712001027,5
2712001028,170312712001028,32
2712001029,170312712001029,31
2712001030,170312712001030,27
2712001031,170312712001031,3
2712001032,170312712001032,0
2712001033,170312712001033,5
2712001034,170312712001034,0
2712001035,170312712001035,0
2712001036,170312712001036,0
2712001037,170312712001037,0
2712001038,170312712001038,0
2712001039,170312712001039,0
2712001040,170312712001040,20
2712001041,170312712001041,20
2712001042,170312712001042,13
2712001043,170312712001043,39
2712001044,170312712001044,47
2712001045,170312712001045,12
2713001000,170312713001000,0
2713001001,170312713001001,220
2713001002,170312713001002,84
2713001003,170312713001003,102
2713001004,170312713001004,0
2713001005,170312713001005,58
2713001006,170312713001006,0
2713001007,170312713001007,121
2713001008,170312713001008,0
2713001009,170312713001009,29
2713001010,170312713001010,0
2713001011,170312713001011,0
2713001012,170312713001012,10
2713001013,170312713001013,0
2713001014,170312713001014,0
2713001015,170312713001015,20
2713001016,170312713001016,52
2713001017,170312713001017,0
2713001018,170312713001018,81
2713001019,170312713001019,63
2713001020,170312713001020,14
2713001021,170312713001021,0
2713001022,170312713001022,0
2713001023,170312713001023,1
2713001024,170312713001024,24
2713001025,170312713001025,22
2713001026,170312713001026,144
2713001027,170312713001027,0
2713001028,170312713001028,0
2713001029,170312713001029,0
2713001030,170312713001030,0
2713001031,170312713001031,0
2713001032,170312713001032,0
2713001033,170312713001033,0
2714001000,170312714001000,119
2714001001,170312714001001,3
2714001002,170312714001002,4
2714001003,170312714001003,97
2714001004,170312714001004,55
2714001005,170312714001005,96
2714001006,170312714001006,20
2714001007,170312714001007,9
2714001008,170312714001008,41
2714001009,170312714001009,43
2714001010,170312714001010,136
2714001011,170312714001011,114
2714001012,170312714001012,60
2714001013,170312714001013,81
2714001014,170312714001014,44
2714001015,170312714001015,56
2714001016,170312714001016,77
2714001017,170312714001017,10
2714001018,170312714001018,46
2714001019,170312714001019,0
2714001020,170312714001020,29
2714001021,170312714001021,82
2714001022,170312714001022,0
2714001023,170312714001023,32
2714001024,170312714001024,9
2714001025,170312714001025,39
2714001026,170312714001026,87
2714001027,170312714001027,30
2714001028,170312714001028,0
2714001029,170312714001029,33
2714001030,170312714001030,0
2714001031,170312714001031,0
2714001032,170312714001032,0
2714001033,170312714001033,75
2715001000,170312715001000,83
2715001001,170312715001001,0
2715001002,170312715001002,31
2715001003,170312715001003,58
2715001004,170312715001004,76
2715001005,170312715001005,159
2715001006,170312715001006,85
2715001007,170312715001007,35
2715001008,170312715001008,84
2715001009,170312715001009,103
2715001010,170312715001010,110
2715001011,170312715001011,148
2715001012,170312715001012,24
2715001013,170312715001013,65
2715001014,170312715001014,40
2715001015,170312715001015,164
2715001016,170312715001016,132
2718001000,170312718001000,21
2718001001,170312718001001,20
2718001002,170312718001002,62
2718001003,170312718001003,47
2718001004,170312718001004,73
2718001005,170312718001005,33
2718001006,170312718001006,10
2718001007,170312718001007,44
2718001008,170312718001008,61
2718001009,170312718001009,57
2718001010,170312718001010,34
2718001011,170312718001011,92
2718001012,170312718001012,26
2718001013,170312718001013,43
2718001014,170312718001014,42
2718001015,170312718001015,0
2718001016,170312718001016,77
2718001017,170312718001017,15
2718001018,170312718001018,91
2718001019,170312718001019,31
2718001020,170312718001020,49
2718001021,170312718001021,5
2718001022,170312718001022,9
2718001023,170312718001023,28
2801001000,170312801001000,9
2801001001,170312801001001,354
2801001002,170312801001002,0
2801001003,170312801001003,0
2801001004,170312801001004,0
2801001005,170312801001005,420
2801001006,170312801001006,0
2801001007,170312801001007,0
2801001008,170312801001008,184
2801001009,170312801001009,0
2801001010,170312801001010,211
2801001011,170312801001011,0
2801001012,170312801001012,588
2801001013,170312801001013,0
2801001014,170312801001014,0
2801001015,170312801001015,190
2801001016,170312801001016,235
2801001017,170312801001017,280
2801001018,170312801001018,120
2801001019,170312801001019,175
2801001020,170312801001020,104
2801001021,170312801001021,0
2801001022,170312801001022,0
2801001023,170312801001023,109
2801001024,170312801001024,0
2801001025,170312801001025,255
2801001026,170312801001026,0
2801001027,170312801001027,0
2801001028,170312801001028,0
2801001029,170312801001029,0
2801001030,170312801001030,0
2801001031,170312801001031,2
2801001032,170312801001032,0
2801001033,170312801001033,96
2801001034,170312801001034,0
2801001035,170312801001035,21
2801001036,170312801001036,0
2801001037,170312801001037,0
2801001038,170312801001038,347
2801002000,170312801002000,0
2801002001,170312801002001,496
2801002002,170312801002002,0
2801002003,170312801002003,0
2801002004,170312801002004,0
2801002005,170312801002005,338
2801002006,170312801002006,15
2801002007,170312801002007,0
2801002008,170312801002008,0
2801002009,170312801002009,0
2801002010,170312801002010,0
2801002011,170312801002011,280
2801002012,170312801002012,0
2801002013,170312801002013,20
2801002014,170312801002014,0
2801002015,170312801002015,0
2801002016,170312801002016,0
2801002017,170312801002017,0
2801002018,170312801002018,0
2801002019,170312801002019,5
2801002020,170312801002020,0
2801002021,170312801002021,0
2801002022,170312801002022,0
2801002023,170312801002023,0
2801002024,170312801002024,11
2801002025,170312801002025,0
2801002026,170312801002026,7
2801002027,170312801002027,0
2801002028,170312801002028,0
2801002029,170312801002029,0
2801002030,170312801002030,0
2801002031,170312801002031,0
2804001000,170312804001000,0
2804001001,170312804001001,0
2804001002,170312804001002,0
2804001003,170312804001003,0
2804001004,170312804001004,0
2804001005,170312804001005,0
2804001006,170312804001006,0
2804001007,170312804001007,0
2804001008,170312804001008,0
2804001009,170312804001009,0
2804001010,170312804001010,1
2804001011,170312804001011,0
2804001012,170312804001012,8
2804001013,170312804001013,0
2804001014,170312804001014,3
2804001015,170312804001015,0
2804001016,170312804001016,0
2804001017,170312804001017,2
2804001018,170312804001018,0
2804001019,170312804001019,0
2804001020,170312804001020,12
2804001021,170312804001021,3
2804001022,170312804001022,0
2804001023,170312804001023,14
2804001024,170312804001024,0
2804001025,170312804001025,0
2804001026,170312804001026,0
2804001027,170312804001027,67
2804001028,170312804001028,0
2804001029,170312804001029,61
2804001030,170312804001030,75
2804001031,170312804001031,38
2804001032,170312804001032,0
2804001033,170312804001033,11
2804001034,170312804001034,60
2804001035,170312804001035,340
2804001036,170312804001036,0
2804001037,170312804001037,168
2804001038,170312804001038,0
2804001039,170312804001039,0
2804001040,170312804001040,125
2804001041,170312804001041,101
2804001042,170312804001042,260
2804001043,170312804001043,17
2808001000,170312808001000,65
2808001001,170312808001001,0
2808001002,170312808001002,0
2808001003,170312808001003,9
2808001004,170312808001004,131
2808001005,170312808001005,0
2808001006,170312808001006,7
2808001007,170312808001007,0
2808001008,170312808001008,0
2808001009,170312808001009,0
2808001010,170312808001010,0
2808001011,170312808001011,177
2808001012,170312808001012,0
2808001013,170312808001013,2
2808001014,170312808001014,31
2808001015,170312808001015,36
2808001016,170312808001016,0
2808001017,170312808001017,17
2808001018,170312808001018,244
2808001019,170312808001019,26
2808001020,170312808001020,10
2808001021,170312808001021,0
2809001000,170312809001000,0
2809001001,170312809001001,0
2809001002,170312809001002,60
2809001003,170312809001003,73
2809001004,170312809001004,3
2809001005,170312809001005,63
2809001006,170312809001006,63
2809001007,170312809001007,680
2819001000,170312819001000,0
2819001001,170312819001001,0
2819001002,170312819001002,0
2819001003,170312819001003,0
2819001004,170312819001004,0
2819001005,170312819001005,0
2819001006,170312819001006,0
2819001007,170312819001007,0
2819001008,170312819001008,19
2819001009,170312819001009,0
2819001010,170312819001010,0
2819001011,170312819001011,0
2819001012,170312819001012,658
2819001013,170312819001013,0
2819001014,170312819001014,0
2819001015,170312819001015,0
2819001016,170312819001016,0
2819001017,170312819001017,0
2819001018,170312819001018,73
2819001019,170312819001019,0
2819001020,170312819001020,0
2819001021,170312819001021,255
2819001022,170312819001022,0
2819001023,170312819001023,5
2819001024,170312819001024,81
2819001025,170312819001025,0
2819001026,170312819001026,0
2819001027,170312819001027,36
2819001028,170312819001028,82
2819001029,170312819001029,138
2819002000,170312819002000,1558
2819002001,170312819002001,0
2819003000,170312819003000,0
2819003001,170312819003001,0
2819003002,170312819003002,0
2819003003,170312819003003,0
2819003004,170312819003004,318
2819003005,170312819003005,0
2819003006,170312819003006,0
2819003007,170312819003007,0
2819003008,170312819003008,407
2819003009,170312819003009,0
2819003010,170312819003010,1214
2819003011,170312819003011,0
2819003012,170312819003012,0
2819003013,170312819003013,0
2819003014,170312819003014,0
2819003015,170312819003015,0
2819003016,170312819003016,0
2819003017,170312819003017,0
2827001000,170312827001000,0
2827001001,170312827001001,116
2827001002,170312827001002,1
2827001003,170312827001003,37
2827001004,170312827001004,82
2827001005,170312827001005,93
2827001006,170312827001006,0
2827001007,170312827001007,110
2827001008,170312827001008,107
2827001009,170312827001009,128
2827001010,170312827001010,0
2827001011,170312827001011,48
2827001012,170312827001012,206
2827001013,170312827001013,36
2827001014,170312827001014,85
2827001015,170312827001015,0
2827002000,170312827002000,0
2827002001,170312827002001,0
2827002002,170312827002002,0
2827002003,170312827002003,0
2827002004,170312827002004,0
2827002005,170312827002005,39
2827002006,170312827002006,0
2827002007,170312827002007,32
2827002008,170312827002008,0
2827002009,170312827002009,0
2827002010,170312827002010,48
2827002011,170312827002011,57
2827002012,170312827002012,127
2827002013,170312827002013,36
2827002014,170312827002014,195
2827002015,170312827002015,26
2827002016,170312827002016,0
2827002017,170312827002017,0
2827002018,170312827002018,65
2827002019,170312827002019,52
2827002020,170312827002020,50
2827002021,170312827002021,61
2827002022,170312827002022,17
2827002023,170312827002023,3
2827002024,170312827002024,141
2827002025,170312827002025,43
2827002026,170312827002026,94
2827002027,170312827002027,67
2827002028,170312827002028,17
2827002029,170312827002029,25
2827002030,170312827002030,0
2827002031,170312827002031,0
2827002032,170312827002032,0
2827002033,170312827002033,105
2828001000,170312828001000,170
2828001001,170312828001001,59
2828001002,170312828001002,125
2828001003,170312828001003,111
2828001004,170312828001004,83
2828001005,170312828001005,113
2828001006,170312828001006,152
2828001007,170312828001007,210
2828001008,170312828001008,188
2828001009,170312828001009,21
2828001010,170312828001010,92
2828001011,170312828001011,62
2828001012,170312828001012,18
2828001013,170312828001013,37
2828001014,170312828001014,105
2828001015,170312828001015,75
2828001016,170312828001016,26
2828001017,170312828001017,39
2828001018,170312828001018,5
2828001019,170312828001019,0
2828001020,170312828001020,0
2831001000,170312831001000,90
2831001001,170312831001001,55
2831001002,170312831001002,0
2831001003,170312831001003,0
2831001004,170312831001004,26
2831001005,170312831001005,73
2831001006,170312831001006,581
2831001007,170312831001007,357
2831001008,170312831001008,49
2831002000,170312831002000,211
2831002001,170312831002001,69
2831002002,170312831002002,229
2831002003,170312831002003,145
2831002004,170312831002004,716
2831002005,170312831002005,0
2831002006,170312831002006,26
2831002007,170312831002007,76
2832001000,170312832001000,219
2832001001,170312832001001,0
2832001002,170312832001002,0
2832001003,170312832001003,0
2832001004,170312832001004,100
2832001005,170312832001005,43
2832001006,170312832001006,36
2832001007,170312832001007,98
2832001008,170312832001008,11
2832001009,170312832001009,174
2832001010,170312832001010,82
2832001011,170312832001011,42
2832001012,170312832001012,113
2832001013,170312832001013,191
2832001014,170312832001014,154
2832001015,170312832001015,13
2832001016,170312832001016,118
2832001017,170312832001017,74
2832001018,170312832001018,52
2832001019,170312832001019,144
2838001000,170312838001000,0
2838001001,170312838001001,400
2838001002,170312838001002,109
2838001003,170312838001003,257
2838001004,170312838001004,0
2838001005,170312838001005,0
2838001006,170312838001006,0
2838002000,170312838002000,604
2838002001,170312838002001,407
2838002002,170312838002002,263
2838002003,170312838002003,230
2838002004,170312838002004,461
2838002005,170312838002005,337
2838002006,170312838002006,364
2838002007,170312838002007,256
2838002008,170312838002008,0
2838002009,170312838002009,0
2909001000,170312909001000,29
2909001001,170312909001001,132
2909001002,170312909001002,0
2909001003,170312909001003,54
2909001004,170312909001004,40
2909001005,170312909001005,85
2909001006,170312909001006,51
2909001007,170312909001007,50
2909001008,170312909001008,62
2909001009,170312909001009,45
2909001010,170312909001010,4
2909001011,170312909001011,2
2909001012,170312909001012,147
2909001013,170312909001013,76
2909001014,170312909001014,51
2909001015,170312909001015,2
2909001016,170312909001016,128
2909001017,170312909001017,79
2909001018,170312909001018,38
2909002000,170312909002000,11
2909002001,170312909002001,102
2909002002,170312909002002,38
2909002003,170312909002003,65
2909002004,170312909002004,104
2909002005,170312909002005,205
2909002006,170312909002006,43
2909002007,170312909002007,32
2909002008,170312909002008,44
2909002009,170312909002009,62
2909002010,170312909002010,55
2909002011,170312909002011,59
2909002012,170312909002012,69
2909002013,170312909002013,49
2909002014,170312909002014,53
2909002015,170312909002015,0
2909002016,170312909002016,9
2909002017,170312909002017,0
2909002018,170312909002018,0
2909002019,170312909002019,3
2909003000,170312909003000,43
2909003001,170312909003001,94
2909003002,170312909003002,0
2909003003,170312909003003,64
2909003004,170312909003004,86
2909003005,170312909003005,41
2909003006,170312909003006,80
2909003007,170312909003007,130
2909003008,170312909003008,25
2909003009,170312909003009,43
2909003010,170312909003010,34
2909003011,170312909003011,50
2909003012,170312909003012,46
2909003013,170312909003013,58
2909003014,170312909003014,31
2909003015,170312909003015,108
2909003016,170312909003016,47
2909003017,170312909003017,24
2909003018,170312909003018,38
2909003019,170312909003019,85
2909003020,170312909003020,16
2909003021,170312909003021,0
2909003022,170312909003022,16
2909003023,170312909003023,1
2909003024,170312909003024,10
2909004000,170312909004000,10
2909004001,170312909004001,3
2909004002,170312909004002,65
2909004003,170312909004003,0
2909004004,170312909004004,49
2909004005,170312909004005,31
2909004006,170312909004006,46
2909004007,170312909004007,74
2909004008,170312909004008,93
2909004009,170312909004009,61
2909004010,170312909004010,100
2909004011,170312909004011,99
2909004012,170312909004012,73
2909004013,170312909004013,119
2909004014,170312909004014,60
2909004015,170312909004015,0
2909004016,170312909004016,0
2909004017,170312909004017,0
2909004018,170312909004018,0
2909004019,170312909004019,3
2909004020,170312909004020,13
2909004021,170312909004021,18
2909004022,170312909004022,0
2909004023,170312909004023,98
2909004024,170312909004024,84
2909004025,170312909004025,33
2909004026,170312909004026,69
2909004027,170312909004027,33
2909004028,170312909004028,18
2909004029,170312909004029,30
2912001000,170312912001000,0
2912001001,170312912001001,100
2912001002,170312912001002,161
2912001003,170312912001003,28
2912001004,170312912001004,23
2912001005,170312912001005,115
2912001006,170312912001006,0
2912001007,170312912001007,0
2912001008,170312912001008,0
2912001009,170312912001009,133
2912001010,170312912001010,149
2912001011,170312912001011,150
2912001012,170312912001012,66
2912001013,170312912001013,70
2912001014,170312912001014,92
2912001015,170312912001015,79
2912002000,170312912002000,8
2912002001,170312912002001,9
2912002002,170312912002002,97
2912002003,170312912002003,75
2912002004,170312912002004,147
2912002005,170312912002005,9
2912002006,170312912002006,78
2912002007,170312912002007,0
2912002008,170312912002008,0
2912002009,170312912002009,68
2912002010,170312912002010,12
2912002011,170312912002011,128
2912002012,170312912002012,69
2912002013,170312912002013,81
2912002014,170312912002014,82
2912002015,170312912002015,57
2912002016,170312912002016,104
2912002017,170312912002017,50
2916001000,170312916001000,0
2916001001,170312916001001,0
2916001002,170312916001002,35
2916001003,170312916001003,22
2916001004,170312916001004,221
2916001005,170312916001005,49
2916001006,170312916001006,0
2916001007,170312916001007,0
2916001008,170312916001008,0
2916001009,170312916001009,82
2916001010,170312916001010,110
2916001011,170312916001011,61
2916001012,170312916001012,63
2916001013,170312916001013,0
2916001014,170312916001014,22
2916001015,170312916001015,96
2916001016,170312916001016,103
2916001017,170312916001017,191
2916001018,170312916001018,0
2916001019,170312916001019,0
2922001000,170312922001000,61
2922001001,170312922001001,74
2922001002,170312922001002,54
2922001003,170312922001003,102
2922001004,170312922001004,118
2922001005,170312922001005,96
2922001006,170312922001006,58
2922001007,170312922001007,99
2922001008,170312922001008,96
2922001009,170312922001009,62
2922001010,170312922001010,1
2922001011,170312922001011,42
2922001012,170312922001012,0
2922001013,170312922001013,0
2922001014,170312922001014,6
2922001015,170312922001015,0
2922002000,170312922002000,69
2922002001,170312922002001,109
2922002002,170312922002002,23
2922002003,170312922002003,83
2922002004,170312922002004,71
2922002005,170312922002005,142
2922002006,170312922002006,130
2922002007,170312922002007,125
2922002008,170312922002008,167
2922002009,170312922002009,58
2922002010,170312922002010,0
2922002011,170312922002011,64
2922002012,170312922002012,0
2922002013,170312922002013,102
2922002014,170312922002014,0
2922002015,170312922002015,0
2922002016,170312922002016,24
2922002017,170312922002017,45
2922002018,170312922002018,77
2922002019,170312922002019,0
2922003000,170312922003000,56
2922003001,170312922003001,54
2922003002,170312922003002,61
2922003003,170312922003003,39
2922003004,170312922003004,141
2922003005,170312922003005,77
2922003006,170312922003006,107
2922003007,170312922003007,107
2922003008,170312922003008,52
2922003009,170312922003009,109
2922003010,170312922003010,0
2922003011,170312922003011,0
2924001000,170312924001000,118
2924001001,170312924001001,60
2924001002,170312924001002,0
2924001003,170312924001003,125
2924001004,170312924001004,184
2924001005,170312924001005,93
2924001006,170312924001006,32
2924001007,170312924001007,31
2924001008,170312924001008,135
2924001009,170312924001009,49
2924001010,170312924001010,44
2924001011,170312924001011,56
2924001012,170312924001012,78
2924002000,170312924002000,0
2924002001,170312924002001,0
2924002002,170312924002002,57
2924002003,170312924002003,53
2924002004,170312924002004,55
2924002005,170312924002005,7
2924002006,170312924002006,73
2924002007,170312924002007,130
2924002008,170312924002008,95
2924002009,170312924002009,106
2924002010,170312924002010,55
2924002011,170312924002011,78
2924002012,170312924002012,91
2924002013,170312924002013,25
2924002014,170312924002014,20
2924002015,170312924002015,95
2924002016,170312924002016,63
2924002017,170312924002017,66
2924002018,170312924002018,61
2924002019,170312924002019,25
2924002020,170312924002020,35
2924002021,170312924002021,35
2924002022,170312924002022,5
2924002023,170312924002023,0
2924002024,170312924002024,2
2924002025,170312924002025,0
2924002026,170312924002026,0
2924002027,170312924002027,0
2924002028,170312924002028,0
2924002029,170312924002029,0
2924002030,170312924002030,0
2924002031,170312924002031,0
2924002032,170312924002032,31
2924002033,170312924002033,0
2924002034,170312924002034,0
2924002035,170312924002035,0
2924002036,170312924002036,0
2925001000,170312925001000,14
2925001001,170312925001001,6
2925001002,170312925001002,26
2925001003,170312925001003,0
2925001004,170312925001004,80
2925001005,170312925001005,12
2925001006,170312925001006,0
2925001007,170312925001007,169
2925001008,170312925001008,69
2925001009,170312925001009,42
2925001010,170312925001010,39
2925001011,170312925001011,82
2925001012,170312925001012,60
2925001013,170312925001013,31
2925001014,170312925001014,63
2925001015,170312925001015,514
2925001016,170312925001016,4
2925001017,170312925001017,121
2925002000,170312925002000,3
2925002001,170312925002001,0
2925002002,170312925002002,11
2925002003,170312925002003,143
2925002004,170312925002004,57
2925002005,170312925002005,11
2925002006,170312925002006,0
2925002007,170312925002007,99
2925002008,170312925002008,63
2925002009,170312925002009,60
2925002010,170312925002010,39
2925002011,170312925002011,108
2925002012,170312925002012,97
2925002013,170312925002013,98
2925002014,170312925002014,124
2925002015,170312925002015,75
2925002016,170312925002016,9
2925002017,170312925002017,66
2925002018,170312925002018,118
2925002019,170312925002019,129
2925003000,170312925003000,104
2925003001,170312925003001,73
2925003002,170312925003002,10
2925003003,170312925003003,3
2925003004,170312925003004,0
2925003005,170312925003005,57
2925003006,170312925003006,37
2925003007,170312925003007,61
2925003008,170312925003008,101
2925003009,170312925003009,100
2925003010,170312925003010,70
2925003011,170312925003011,22
2925003012,170312925003012,18
2925003013,170312925003013,108
2925003014,170312925003014,69
2925003015,170312925003015,12
2925003016,170312925003016,99
2925003017,170312925003017,39
2925004000,170312925004000,0
2925004001,170312925004001,0
2925004002,170312925004002,75
2925004003,170312925004003,43
2925004004,170312925004004,18
2925004005,170312925004005,142
2925004006,170312925004006,0
2925004007,170312925004007,0
2925004008,170312925004008,0
2925004009,170312925004009,0
2925004010,170312925004010,0
2925004011,170312925004011,0
2925004012,170312925004012,0
2925004013,170312925004013,0
2925004014,170312925004014,0
2925004015,170312925004015,0
2925004016,170312925004016,84
2925004017,170312925004017,0
2925004018,170312925004018,11
2925004019,170312925004019,12
2925004020,170312925004020,0
2925004021,170312925004021,64
2925004022,170312925004022,66
3005001000,170313005001000,5
3005001001,170313005001001,30
3005001002,170313005001002,92
