GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic Area,Geographic Area,Minute,Margin of Error
0100000US,,United States,310M100US30420,30420,"United States - In metropolitan or micropolitan statistical area - Lexington, NE Micro Area","Lexington, NE Micro Area",15.2,0.9
0100000US,,United States,310M100US30460,30460,"United States - In metropolitan or micropolitan statistical area - Lexington-Fayette, KY Metro Area","Lexington-Fayette, KY Metro Area",20.7,0.3
0100000US,,United States,310M100US30500,30500,"United States - In metropolitan or micropolitan statistical area - Lexington Park, MD Micro Area","Lexington Park, MD Micro Area",29.8,1.0
0100000US,,United States,310M100US30580,30580,"United States - In metropolitan or micropolitan statistical area - Liberal, KS Micro Area","Liberal, KS Micro Area",15.6,1.5
0100000US,,United States,310M100US30620,30620,"United States - In metropolitan or micropolitan statistical area - Lima, OH Metro Area","Lima, OH Metro Area",18.9,0.6
0100000US,,United States,310M100US30660,30660,"United States - In metropolitan or micropolitan statistical area - Lincoln, IL Micro Area","Lincoln, IL Micro Area",20.3,1.2
0100000US,,United States,310M100US30700,30700,"United States - In metropolitan or micropolitan statistical area - Lincoln, NE Metro Area","Lincoln, NE Metro Area",18.1,0.3
0100000US,,United States,310M100US30740,30740,"United States - In metropolitan or micropolitan statistical area - Lincolnton, NC Micro Area","Lincolnton, NC Micro Area",29.1,0.9
0100000US,,United States,310M100US30780,30780,"United States - In metropolitan or micropolitan statistical area - Little Rock-North Little Rock-Conway, AR Metro Area","Little Rock-North Little Rock-Conway, AR Metro Area",22.1,0.2
0100000US,,United States,310M100US30820,30820,"United States - In metropolitan or micropolitan statistical area - Lock Haven, PA Micro Area","Lock Haven, PA Micro Area",23.4,1.1
0100000US,,United States,310M100US30860,30860,"United States - In metropolitan or micropolitan statistical area - Logan, UT-ID Metro Area","Logan, UT-ID Metro Area",17.3,0.5
0100000US,,United States,310M100US30900,30900,"United States - In metropolitan or micropolitan statistical area - Logansport, IN Micro Area","Logansport, IN Micro Area",20.4,1.1
0100000US,,United States,310M100US30940,30940,"United States - In metropolitan or micropolitan statistical area - London, KY Micro Area","London, KY Micro Area",22.5,0.9
0100000US,,United States,310M100US30980,30980,"United States - In metropolitan or micropolitan statistical area - Longview, TX Metro Area","Longview, TX Metro Area",22.6,0.6
0100000US,,United States,310M100US31020,31020,"United States - In metropolitan or micropolitan statistical area - Longview, WA Metro Area","Longview, WA Metro Area",24.2,1.0
0100000US,,United States,310M100US31060,31060,"United States - In metropolitan or micropolitan statistical area - Los Alamos, NM Micro Area","Los Alamos, NM Micro Area",15.9,1.3
0100000US,,United States,310M100US31100,31100,"United States - In metropolitan or micropolitan statistical area - Los Angeles-Long Beach-Santa Ana, CA Metro Area","Los Angeles-Long Beach-Santa Ana, CA Metro Area",28.3,0.1
0100000US,,United States,314M100US3110031084,3110031084,"United States - In metropolitan or micropolitan statistical area - Los Angeles-Long Beach-Santa Ana, CA Metro Area - Los Angeles-Long Beach-Glendale, CA Metro Division","Los Angeles-Long Beach-Glendale, CA Metro Division",29.1,0.1
0100000US,,United States,314M100US3110042044,3110042044,"United States - In metropolitan or micropolitan statistical area - Los Angeles-Long Beach-Santa Ana, CA Metro Area - Santa Ana-Anaheim-Irvine, CA Metro Division","Santa Ana-Anaheim-Irvine, CA Metro Division",26.0,0.1
0100000US,,United States,310M100US31140,31140,"United States - In metropolitan or micropolitan statistical area - Louisville/Jefferson County, KY-IN Metro Area","Louisville/Jefferson County, KY-IN Metro Area",23.4,0.2
0100000US,,United States,310M100US31180,31180,"United States - In metropolitan or micropolitan statistical area - Lubbock, TX Metro Area","Lubbock, TX Metro Area",16.3,0.3
0100000US,,United States,310M100US31260,31260,"United States - In metropolitan or micropolitan statistical area - Lufkin, TX Micro Area","Lufkin, TX Micro Area",19.6,0.9
0100000US,,United States,310M100US31300,31300,"United States - In metropolitan or micropolitan statistical area - Lumberton, NC Micro Area","Lumberton, NC Micro Area",23.8,0.8
0100000US,,United States,310M100US31340,31340,"United States - In metropolitan or micropolitan statistical area - Lynchburg, VA Metro Area","Lynchburg, VA Metro Area",22.3,0.4
0100000US,,United States,310M100US31380,31380,"United States - In metropolitan or micropolitan statistical area - Macomb, IL Micro Area","Macomb, IL Micro Area",14.9,0.8
0100000US,,United States,310M100US31420,31420,"United States - In metropolitan or micropolitan statistical area - Macon, GA Metro Area","Macon, GA Metro Area",23.0,0.6
0100000US,,United States,310M100US31460,31460,"United States - In metropolitan or micropolitan statistical area - Madera-Chowchilla, CA Metro Area","Madera-Chowchilla, CA Metro Area",26.5,1.0
0100000US,,United States,310M100US31500,31500,"United States - In metropolitan or micropolitan statistical area - Madison, IN Micro Area","Madison, IN Micro Area",22.0,1.4
0100000US,,United States,310M100US31540,31540,"United States - In metropolitan or micropolitan statistical area - Madison, WI Metro Area","Madison, WI Metro Area",21.3,0.2
0100000US,,United States,310M100US31580,31580,"United States - In metropolitan or micropolitan statistical area - Madisonville, KY Micro Area","Madisonville, KY Micro Area",20.3,0.9
0100000US,,United States,310M100US31620,31620,"United States - In metropolitan or micropolitan statistical area - Magnolia, AR Micro Area","Magnolia, AR Micro Area",17.4,1.3
0100000US,,United States,310M100US31660,31660,"United States - In metropolitan or micropolitan statistical area - Malone, NY Micro Area","Malone, NY Micro Area",19.5,1.1
0100000US,,United States,310M100US31700,31700,"United States - In metropolitan or micropolitan statistical area - Manchester-Nashua, NH Metro Area","Manchester-Nashua, NH Metro Area",26.5,0.3
0100000US,,United States,310M100US31740,31740,"United States - In metropolitan or micropolitan statistical area - Manhattan, KS Metro Area","Manhattan, KS Metro Area",17.1,0.4
0100000US,,United States,310M100US31820,31820,"United States - In metropolitan or micropolitan statistical area - Manitowoc, WI Micro Area","Manitowoc, WI Micro Area",19.3,0.6
0100000US,,United States,310M100US31860,31860,"United States - In metropolitan or micropolitan statistical area - Mankato-North Mankato, MN Metro Area","Mankato-North Mankato, MN Metro Area",16.5,0.4
0100000US,,United States,310M100US31900,31900,"United States - In metropolitan or micropolitan statistical area - Mansfield, OH Metro Area","Mansfield, OH Metro Area",20.9,0.6
0100000US,,United States,310M100US31920,31920,"United States - In metropolitan or micropolitan statistical area - Marble Falls, TX Micro Area","Marble Falls, TX Micro Area",26.6,1.5
0100000US,,United States,310M100US31940,31940,"United States - In metropolitan or micropolitan statistical area - Marinette, WI-MI Micro Area","Marinette, WI-MI Micro Area",20.5,0.7
0100000US,,United States,310M100US31980,31980,"United States - In metropolitan or micropolitan statistical area - Marion, IN Micro Area","Marion, IN Micro Area",19.4,0.8
0100000US,,United States,310M100US32020,32020,"United States - In metropolitan or micropolitan statistical area - Marion, OH Micro Area","Marion, OH Micro Area",21.3,0.9
0100000US,,United States,310M100US32060,32060,"United States - In metropolitan or micropolitan statistical area - Marion-Herrin, IL Micro Area","Marion-Herrin, IL Micro Area",20.4,0.7
0100000US,,United States,310M100US32100,32100,"United States - In metropolitan or micropolitan statistical area - Marquette, MI Micro Area","Marquette, MI Micro Area",17.4,0.6
0100000US,,United States,310M100US32140,32140,"United States - In metropolitan or micropolitan statistical area - Marshall, MN Micro Area","Marshall, MN Micro Area",15.0,1.2
0100000US,,United States,310M100US32180,32180,"United States - In metropolitan or micropolitan statistical area - Marshall, MO Micro Area","Marshall, MO Micro Area",20.9,1.9
0100000US,,United States,310M100US32220,32220,"United States - In metropolitan or micropolitan statistical area - Marshall, TX Micro Area","Marshall, TX Micro Area",22.9,1.1
0100000US,,United States,310M100US32260,32260,"United States - In metropolitan or micropolitan statistical area - Marshalltown, IA Micro Area","Marshalltown, IA Micro Area",16.9,0.7
0100000US,,United States,310M100US32270,32270,"United States - In metropolitan or micropolitan statistical area - Marshfield-Wisconsin Rapids, WI Micro Area","Marshfield-Wisconsin Rapids, WI Micro Area",18.2,0.6
0100000US,,United States,310M100US32280,32280,"United States - In metropolitan or micropolitan statistical area - Martin, TN Micro Area","Martin, TN Micro Area",21.6,1.4
0100000US,,United States,310M100US32300,32300,"United States - In metropolitan or micropolitan statistical area - Martinsville, VA Micro Area","Martinsville, VA Micro Area",22.0,0.8
0100000US,,United States,310M100US32340,32340,"United States - In metropolitan or micropolitan statistical area - Maryville, MO Micro Area","Maryville, MO Micro Area",15.6,0.9
0100000US,,United States,310M100US32380,32380,"United States - In metropolitan or micropolitan statistical area - Mason City, IA Micro Area","Mason City, IA Micro Area",16.3,0.5
0100000US,,United States,310M100US32460,32460,"United States - In metropolitan or micropolitan statistical area - Mayfield, KY Micro Area","Mayfield, KY Micro Area",23.2,1.5
0100000US,,United States,310M100US32500,32500,"United States - In metropolitan or micropolitan statistical area - Maysville, KY Micro Area","Maysville, KY Micro Area",25.1,1.7
0100000US,,United States,310M100US32540,32540,"United States - In metropolitan or micropolitan statistical area - McAlester, OK Micro Area","McAlester, OK Micro Area",20.6,1.1
0100000US,,United States,310M100US32580,32580,"United States - In metropolitan or micropolitan statistical area - McAllen-Edinburg-Mission, TX Metro Area","McAllen-Edinburg-Mission, TX Metro Area",21.3,0.5
0100000US,,United States,310M100US32620,32620,"United States - In metropolitan or micropolitan statistical area - McComb, MS Micro Area","McComb, MS Micro Area",27.2,2.0
0100000US,,United States,310M100US32660,32660,"United States - In metropolitan or micropolitan statistical area - McMinnville, TN Micro Area","McMinnville, TN Micro Area",23.9,1.3
0100000US,,United States,310M100US32700,32700,"United States - In metropolitan or micropolitan statistical area - McPherson, KS Micro Area","McPherson, KS Micro Area",14.3,0.7
0100000US,,United States,310M100US32740,32740,"United States - In metropolitan or micropolitan statistical area - Meadville, PA Micro Area","Meadville, PA Micro Area",21.4,0.6
0100000US,,United States,310M100US32780,32780,"United States - In metropolitan or micropolitan statistical area - Medford, OR Metro Area","Medford, OR Metro Area",18.9,0.6
0100000US,,United States,310M100US32820,32820,"United States - In metropolitan or micropolitan statistical area - Memphis, TN-MS-AR Metro Area","Memphis, TN-MS-AR Metro Area",23.7,0.2
0100000US,,United States,310M100US32860,32860,"United States - In metropolitan or micropolitan statistical area - Menomonie, WI Micro Area","Menomonie, WI Micro Area",22.0,0.6
0100000US,,United States,310M100US32900,32900,"United States - In metropolitan or micropolitan statistical area - Merced, CA Metro Area","Merced, CA Metro Area",25.7,0.8
0100000US,,United States,310M100US32940,32940,"United States - In metropolitan or micropolitan statistical area - Meridian, MS Micro Area","Meridian, MS Micro Area",22.8,0.9
0100000US,,United States,310M100US32980,32980,"United States - In metropolitan or micropolitan statistical area - Merrill, WI Micro Area","Merrill, WI Micro Area",22.9,1.2
0100000US,,United States,310M100US33020,33020,"United States - In metropolitan or micropolitan statistical area - Mexico, MO Micro Area","Mexico, MO Micro Area",21.0,2.2
0100000US,,United States,310M100US33060,33060,"United States - In metropolitan or micropolitan statistical area - Miami, OK Micro Area","Miami, OK Micro Area",21.0,0.8
0100000US,,United States,310M100US33100,33100,"United States - In metropolitan or micropolitan statistical area - Miami-Fort Lauderdale-Pompano Beach, FL Metro Area","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",27.3,0.1
0100000US,,United States,314M100US3310022744,3310022744,"United States - In metropolitan or micropolitan statistical area - Miami-Fort Lauderdale-Pompano Beach, FL Metro Area - Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metro Division","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metro Division",26.9,0.2
0100000US,,United States,314M100US3310033124,3310033124,"United States - In metropolitan or micropolitan statistical area - Miami-Fort Lauderdale-Pompano Beach, FL Metro Area - Miami-Miami Beach-Kendall, FL Metro Division","Miami-Miami Beach-Kendall, FL Metro Division",29.2,0.2
0100000US,,United States,314M100US3310048424,3310048424,"United States - In metropolitan or micropolitan statistical area - Miami-Fort Lauderdale-Pompano Beach, FL Metro Area - West Palm Beach-Boca Raton-Boynton Beach, FL Metro Division","West Palm Beach-Boca Raton-Boynton Beach, FL Metro Division",24.3,0.2
0100000US,,United States,310M100US33140,33140,"United States - In metropolitan or micropolitan statistical area - Michigan City-La Porte, IN Metro Area","Michigan City-La Porte, IN Metro Area",22.0,0.7
0100000US,,United States,310M100US33180,33180,"United States - In metropolitan or micropolitan statistical area - Middlesborough, KY Micro Area","Middlesborough, KY Micro Area",20.5,1.6
0100000US,,United States,310M100US33220,33220,"United States - In metropolitan or micropolitan statistical area - Midland, MI Micro Area","Midland, MI Micro Area",20.1,0.6
0100000US,,United States,310M100US33260,33260,"United States - In metropolitan or micropolitan statistical area - Midland, TX Metro Area","Midland, TX Metro Area",17.9,0.6
0100000US,,United States,310M100US33300,33300,"United States - In metropolitan or micropolitan statistical area - Milledgeville, GA Micro Area","Milledgeville, GA Micro Area",20.3,1.1
0100000US,,United States,310M100US33340,33340,"United States - In metropolitan or micropolitan statistical area - Milwaukee-Waukesha-West Allis, WI Metro Area","Milwaukee-Waukesha-West Allis, WI Metro Area",22.4,0.1
0100000US,,United States,310M100US33380,33380,"United States - In metropolitan or micropolitan statistical area - Minden, LA Micro Area","Minden, LA Micro Area",25.0,1.2
0100000US,,United States,310M100US33420,33420,"United States - In metropolitan or micropolitan statistical area - Mineral Wells, TX Micro Area","Mineral Wells, TX Micro Area",23.3,1.6
0100000US,,United States,310M100US33460,33460,"United States - In metropolitan or micropolitan statistical area - Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",24.5,0.1
0100000US,,United States,310M100US33500,33500,"United States - In metropolitan or micropolitan statistical area - Minot, ND Micro Area","Minot, ND Micro Area",16.8,0.6
0100000US,,United States,310M100US33540,33540,"United States - In metropolitan or micropolitan statistical area - Missoula, MT Metro Area","Missoula, MT Metro Area",16.9,0.6
0100000US,,United States,310M100US33580,33580,"United States - In metropolitan or micropolitan statistical area - Mitchell, SD Micro Area","Mitchell, SD Micro Area",14.4,1.1
0100000US,,United States,310M100US33620,33620,"United States - In metropolitan or micropolitan statistical area - Moberly, MO Micro Area","Moberly, MO Micro Area",21.1,1.6
0100000US,,United States,310M100US33660,33660,"United States - In metropolitan or micropolitan statistical area - Mobile, AL Metro Area","Mobile, AL Metro Area",24.1,0.4
0100000US,,United States,310M100US33700,33700,"United States - In metropolitan or micropolitan statistical area - Modesto, CA Metro Area","Modesto, CA Metro Area",26.6,0.5
0100000US,,United States,310M100US33740,33740,"United States - In metropolitan or micropolitan statistical area - Monroe, LA Metro Area","Monroe, LA Metro Area",21.1,0.6
0100000US,,United States,310M100US33780,33780,"United States - In metropolitan or micropolitan statistical area - Monroe, MI Metro Area","Monroe, MI Metro Area",24.6,0.6
0100000US,,United States,310M100US33820,33820,"United States - In metropolitan or micropolitan statistical area - Monroe, WI Micro Area","Monroe, WI Micro Area",22.6,0.8
0100000US,,United States,310M100US33860,33860,"United States - In metropolitan or micropolitan statistical area - Montgomery, AL Metro Area","Montgomery, AL Metro Area",22.4,0.4
0100000US,,United States,310M100US33940,33940,"United States - In metropolitan or micropolitan statistical area - Montrose, CO Micro Area","Montrose, CO Micro Area",21.6,1.8
0100000US,,United States,310M100US33980,33980,"United States - In metropolitan or micropolitan statistical area - Morehead City, NC Micro Area","Morehead City, NC Micro Area",23.3,1.0
0100000US,,United States,310M100US34020,34020,"United States - In metropolitan or micropolitan statistical area - Morgan City, LA Micro Area","Morgan City, LA Micro Area",23.9,1.7
0100000US,,United States,310M100US34060,34060,"United States - In metropolitan or micropolitan statistical area - Morgantown, WV Metro Area","Morgantown, WV Metro Area",23.4,0.6
0100000US,,United States,310M100US34100,34100,"United States - In metropolitan or micropolitan statistical area - Morristown, TN Metro Area","Morristown, TN Metro Area",24.0,0.6
0100000US,,United States,310M100US34140,34140,"United States - In metropolitan or micropolitan statistical area - Moscow, ID Micro Area","Moscow, ID Micro Area",18.4,0.9
0100000US,,United States,310M100US34180,34180,"United States - In metropolitan or micropolitan statistical area - Moses Lake, WA Micro Area","Moses Lake, WA Micro Area",18.5,0.7
0100000US,,United States,310M100US34220,34220,"United States - In metropolitan or micropolitan statistical area - Moultrie, GA Micro Area","Moultrie, GA Micro Area",21.1,1.5
0100000US,,United States,310M100US34260,34260,"United States - In metropolitan or micropolitan statistical area - Mountain Home, AR Micro Area","Mountain Home, AR Micro Area",17.0,1.3
0100000US,,United States,310M100US34300,34300,"United States - In metropolitan or micropolitan statistical area - Mountain Home, ID Micro Area","Mountain Home, ID Micro Area",17.6,1.0
0100000US,,United States,310M100US34340,34340,"United States - In metropolitan or micropolitan statistical area - Mount Airy, NC Micro Area","Mount Airy, NC Micro Area",25.4,1.2
0100000US,,United States,310M100US34380,34380,"United States - In metropolitan or micropolitan statistical area - Mount Pleasant, MI Micro Area","Mount Pleasant, MI Micro Area",17.8,0.7
0100000US,,United States,310M100US34420,34420,"United States - In metropolitan or micropolitan statistical area - Mount Pleasant, TX Micro Area","Mount Pleasant, TX Micro Area",17.7,1.1
0100000US,,United States,310M100US34460,34460,"United States - In metropolitan or micropolitan statistical area - Mount Sterling, KY Micro Area","Mount Sterling, KY Micro Area",25.7,1.4
0100000US,,United States,310M100US34500,34500,"United States - In metropolitan or micropolitan statistical area - Mount Vernon, IL Micro Area","Mount Vernon, IL Micro Area",20.8,0.8
0100000US,,United States,310M100US34540,34540,"United States - In metropolitan or micropolitan statistical area - Mount Vernon, OH Micro Area","Mount Vernon, OH Micro Area",26.7,1.1
0100000US,,United States,310M100US34580,34580,"United States - In metropolitan or micropolitan statistical area - Mount Vernon-Anacortes, WA Metro Area","Mount Vernon-Anacortes, WA Metro Area",25.3,0.7
0100000US,,United States,310M100US34620,34620,"United States - In metropolitan or micropolitan statistical area - Muncie, IN Metro Area","Muncie, IN Metro Area",19.5,0.6
0100000US,,United States,310M100US34660,34660,"United States - In metropolitan or micropolitan statistical area - Murray, KY Micro Area","Murray, KY Micro Area",17.8,1.1
0100000US,,United States,310M100US34700,34700,"United States - In metropolitan or micropolitan statistical area - Muscatine, IA Micro Area","Muscatine, IA Micro Area",18.5,0.8
0100000US,,United States,310M100US34740,34740,"United States - In metropolitan or micropolitan statistical area - Muskegon-Norton Shores, MI Metro Area","Muskegon-Norton Shores, MI Metro Area",20.8,0.5
0100000US,,United States,310M100US34780,34780,"United States - In metropolitan or micropolitan statistical area - Muskogee, OK Micro Area","Muskogee, OK Micro Area",20.5,0.9
0100000US,,United States,310M100US34820,34820,"United States - In metropolitan or micropolitan statistical area - Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area","Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",21.1,0.5
0100000US,,United States,310M100US34860,34860,"United States - In metropolitan or micropolitan statistical area - Nacogdoches, TX Micro Area","Nacogdoches, TX Micro Area",18.9,1.0
0100000US,,United States,310M100US34900,34900,"United States - In metropolitan or micropolitan statistical area - Napa, CA Metro Area","Napa, CA Metro Area",23.9,0.8
0100000US,,United States,310M100US34940,34940,"United States - In metropolitan or micropolitan statistical area - Naples-Marco Island, FL Metro Area","Naples-Marco Island, FL Metro Area",23.3,0.6
0100000US,,United States,310M100US34980,34980,"United States - In metropolitan or micropolitan statistical area - Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",26.0,0.2
0100000US,,United States,310M100US35020,35020,"United States - In metropolitan or micropolitan statistical area - Natchez, MS-LA Micro Area","Natchez, MS-LA Micro Area",23.5,1.8
0100000US,,United States,310M100US35060,35060,"United States - In metropolitan or micropolitan statistical area - Natchitoches, LA Micro Area","Natchitoches, LA Micro Area",24.6,1.1
0100000US,,United States,310M100US35100,35100,"United States - In metropolitan or micropolitan statistical area - New Bern, NC Micro Area","New Bern, NC Micro Area",21.0,0.7
0100000US,,United States,310M100US35140,35140,"United States - In metropolitan or micropolitan statistical area - Newberry, SC Micro Area","Newberry, SC Micro Area",23.8,1.1
0100000US,,United States,310M100US35220,35220,"United States - In metropolitan or micropolitan statistical area - New Castle, IN Micro Area","New Castle, IN Micro Area",26.2,1.0
0100000US,,United States,310M100US35260,35260,"United States - In metropolitan or micropolitan statistical area - New Castle, PA Micro Area","New Castle, PA Micro Area",22.0,0.7
0100000US,,United States,310M100US35300,35300,"United States - In metropolitan or micropolitan statistical area - New Haven-Milford, CT Metro Area","New Haven-Milford, CT Metro Area",24.1,0.3
0100000US,,United States,310M100US35340,35340,"United States - In metropolitan or micropolitan statistical area - New Iberia, LA Micro Area","New Iberia, LA Micro Area",22.3,1.5
0100000US,,United States,310M100US35380,35380,"United States - In metropolitan or micropolitan statistical area - New Orleans-Metairie-Kenner, LA Metro Area","New Orleans-Metairie-Kenner, LA Metro Area",25.3,0.2
0100000US,,United States,310M100US35420,35420,"United States - In metropolitan or micropolitan statistical area - New Philadelphia-Dover, OH Micro Area","New Philadelphia-Dover, OH Micro Area",21.3,0.7
0100000US,,United States,310M100US35460,35460,"United States - In metropolitan or micropolitan statistical area - Newport, TN Micro Area","Newport, TN Micro Area",27.6,1.7
0100000US,,United States,310M100US35500,35500,"United States - In metropolitan or micropolitan statistical area - Newton, IA Micro Area","Newton, IA Micro Area",22.1,0.8
0100000US,,United States,310M100US35580,35580,"United States - In metropolitan or micropolitan statistical area - New Ulm, MN Micro Area","New Ulm, MN Micro Area",15.2,1.0
0100000US,,United States,310M100US35620,35620,"United States - In metropolitan or micropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area","New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",34.7,0.1
0100000US,,United States,314M100US3562020764,3562020764,"United States - In metropolitan or micropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area - Edison-New Brunswick, NJ Metro Division","Edison-New Brunswick, NJ Metro Division",32.2,0.2
0100000US,,United States,314M100US3562035004,3562035004,"United States - In metropolitan or micropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area - Nassau-Suffolk, NY Metro Division","Nassau-Suffolk, NY Metro Division",31.8,0.2
0100000US,,United States,314M100US3562035084,3562035084,"United States - In metropolitan or micropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area - Newark-Union, NJ-PA Metro Division","Newark-Union, NJ-PA Metro Division",31.1,0.2
0100000US,,United States,314M100US3562035644,3562035644,"United States - In metropolitan or micropolitan statistical area - New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area - New York-White Plains-Wayne, NY-NJ Metro Division","New York-White Plains-Wayne, NY-NJ Metro Division",36.7,0.1
0100000US,,United States,310M100US35660,35660,"United States - In metropolitan or micropolitan statistical area - Niles-Benton Harbor, MI Metro Area","Niles-Benton Harbor, MI Metro Area",19.2,0.4
0100000US,,United States,310M100US35700,35700,"United States - In metropolitan or micropolitan statistical area - Nogales, AZ Micro Area","Nogales, AZ Micro Area",18.9,0.9
0100000US,,United States,310M100US35740,35740,"United States - In metropolitan or micropolitan statistical area - Norfolk, NE Micro Area","Norfolk, NE Micro Area",16.0,0.7
0100000US,,United States,310M100US35820,35820,"United States - In metropolitan or micropolitan statistical area - North Platte, NE Micro Area","North Platte, NE Micro Area",15.3,0.9
0100000US,,United States,310M100US35840,35840,"United States - In metropolitan or micropolitan statistical area - North Port-Bradenton-Sarasota, FL Metro Area","North Port-Bradenton-Sarasota, FL Metro Area",22.6,0.3
0100000US,,United States,310M100US35860,35860,"United States - In metropolitan or micropolitan statistical area - North Vernon, IN Micro Area","North Vernon, IN Micro Area",26.9,1.5
0100000US,,United States,310M100US35900,35900,"United States - In metropolitan or micropolitan statistical area - North Wilkesboro, NC Micro Area","North Wilkesboro, NC Micro Area",23.8,1.1
0100000US,,United States,310M100US35940,35940,"United States - In metropolitan or micropolitan statistical area - Norwalk, OH Micro Area","Norwalk, OH Micro Area",21.3,0.8
0100000US,,United States,310M100US35980,35980,"United States - In metropolitan or micropolitan statistical area - Norwich-New London, CT Metro Area","Norwich-New London, CT Metro Area",22.6,0.4
0100000US,,United States,310M100US36020,36020,"United States - In metropolitan or micropolitan statistical area - Oak Harbor, WA Micro Area","Oak Harbor, WA Micro Area",26.9,0.8
0100000US,,United States,310M100US36060,36060,"United States - In metropolitan or micropolitan statistical area - Oak Hill, WV Micro Area","Oak Hill, WV Micro Area",27.3,1.3
0100000US,,United States,310M100US36100,36100,"United States - In metropolitan or micropolitan statistical area - Ocala, FL Metro Area","Ocala, FL Metro Area",25.0,0.6
0100000US,,United States,310M100US36140,36140,"United States - In metropolitan or micropolitan statistical area - Ocean City, NJ Metro Area","Ocean City, NJ Metro Area",22.1,1.0
0100000US,,United States,310M100US36180,36180,"United States - In metropolitan or micropolitan statistical area - Ocean Pines, MD Micro Area","Ocean Pines, MD Micro Area",22.3,1.2
0100000US,,United States,310M100US36220,36220,"United States - In metropolitan or micropolitan statistical area - Odessa, TX Metro Area","Odessa, TX Metro Area",19.9,0.6
0100000US,,United States,310M100US36260,36260,"United States - In metropolitan or micropolitan statistical area - Ogden-Clearfield, UT Metro Area","Ogden-Clearfield, UT Metro Area",22.4,0.3
0100000US,,United States,310M100US36300,36300,"United States - In metropolitan or micropolitan statistical area - Ogdensburg-Massena, NY Micro Area","Ogdensburg-Massena, NY Micro Area",20.6,0.6
0100000US,,United States,310M100US36340,36340,"United States - In metropolitan or micropolitan statistical area - Oil City, PA Micro Area","Oil City, PA Micro Area",21.4,0.7
0100000US,,United States,310M100US36380,36380,"United States - In metropolitan or micropolitan statistical area - Okeechobee, FL Micro Area","Okeechobee, FL Micro Area",24.6,1.7
0100000US,,United States,310M100US36420,36420,"United States - In metropolitan or micropolitan statistical area - Oklahoma City, OK Metro Area","Oklahoma City, OK Metro Area",21.6,0.2
0100000US,,United States,310M100US36460,36460,"United States - In metropolitan or micropolitan statistical area - Olean, NY Micro Area","Olean, NY Micro Area",21.5,0.7
0100000US,,United States,310M100US36500,36500,"United States - In metropolitan or micropolitan statistical area - Olympia, WA Metro Area","Olympia, WA Metro Area",25.0,0.5
0100000US,,United States,310M100US36540,36540,"United States - In metropolitan or micropolitan statistical area - Omaha-Council Bluffs, NE-IA Metro Area","Omaha-Council Bluffs, NE-IA Metro Area",19.8,0.2
0100000US,,United States,310M100US36580,36580,"United States - In metropolitan or micropolitan statistical area - Oneonta, NY Micro Area","Oneonta, NY Micro Area",21.7,0.8
0100000US,,United States,310M100US36620,36620,"United States - In metropolitan or micropolitan statistical area - Ontario, OR-ID Micro Area","Ontario, OR-ID Micro Area",19.2,1.1
0100000US,,United States,310M100US36660,36660,"United States - In metropolitan or micropolitan statistical area - Opelousas-Eunice, LA Micro Area","Opelousas-Eunice, LA Micro Area",26.0,1.0
0100000US,,United States,310M100US36700,36700,"United States - In metropolitan or micropolitan statistical area - Orangeburg, SC Micro Area","Orangeburg, SC Micro Area",22.9,0.8
0100000US,,United States,310M100US36740,36740,"United States - In metropolitan or micropolitan statistical area - Orlando-Kissimmee-Sanford, FL Metro Area","Orlando-Kissimmee-Sanford, FL Metro Area",26.8,0.2
0100000US,,United States,310M100US36780,36780,"United States - In metropolitan or micropolitan statistical area - Oshkosh-Neenah, WI Metro Area","Oshkosh-Neenah, WI Metro Area",18.0,0.4
0100000US,,United States,310M100US36820,36820,"United States - In metropolitan or micropolitan statistical area - Oskaloosa, IA Micro Area","Oskaloosa, IA Micro Area",17.6,1.0
0100000US,,United States,310M100US36860,36860,"United States - In metropolitan or micropolitan statistical area - Ottawa-Streator, IL Micro Area","Ottawa-Streator, IL Micro Area",21.7,0.5
0100000US,,United States,310M100US36900,36900,"United States - In metropolitan or micropolitan statistical area - Ottumwa, IA Micro Area","Ottumwa, IA Micro Area",17.3,1.0
0100000US,,United States,310M100US36940,36940,"United States - In metropolitan or micropolitan statistical area - Owatonna, MN Micro Area","Owatonna, MN Micro Area",17.5,0.8
